setup,mechanic,window,n,wr,avg,med,p10_ret,p05_ret,worst_ret,sum,mfe_med,mae_med,avg_bars,p_hit15,p_hit25,exit_reasons
L1,fixed_5,full,47,0.5957446808510638,0.0005041615323944825,0.0002072359993043893,-0.0009536544317413575,-0.001605159485452745,-0.0020330988320936827,0.02369559202254068,0.0010264736122151952,-0.0007450330227440904,4.659574468085107,0.2553191489361702,0.0851063829787234,time:89.4%;eod:10.6%
L1,fixed_5,H1,26,0.6153846153846154,0.0003790604373364827,0.0005699432733232701,-0.0006516037839440214,-0.0016961114818413725,-0.0020330988320936827,0.00985557137074855,0.0011604352176037835,-0.0006436297846117434,4.6923076923076925,0.3076923076923077,0.038461538461538464,time:92.3%;eod:7.7%
L1,fixed_5,H2,21,0.5714285714285714,0.0006590486024662919,0.0001382588969860432,-0.0010099362577735693,-0.001340141893193758,-0.0017187384535637396,0.013840020651792129,0.0009523278233554144,-0.0009187383290734097,4.619047619047619,0.19047619047619047,0.14285714285714285,time:85.7%;eod:14.3%
L1,fixed_8,full,42,0.6428571428571429,0.0009236162749980482,0.0004785742093710299,-0.0009423482720893328,-0.0010071799528784454,-0.0015931200225890452,0.03879188354991803,0.001167008265170022,-0.0007939367547694642,7.380952380952381,0.3333333333333333,0.14285714285714285,time:88.1%;eod:11.9%
L1,fixed_8,H1,23,0.6956521739130435,0.00039368500109324015,0.0004966052954735733,-0.0007151129440474691,-0.0009266084572772559,-0.0015931200225890452,0.009054755025144523,0.0012180122111620229,-0.000691523783597936,7.391304347826087,0.34782608695652173,0.08695652173913043,time:91.3%;eod:8.7%
L1,fixed_8,H2,19,0.5789473684210527,0.001565112027619658,0.0003772625592968204,-0.000965835379451585,-0.0010429568213155883,-0.001340141893193758,0.029737128524773504,0.0009960452096018368,-0.001003978340562206,7.368421052631579,0.3157894736842105,0.21052631578947367,time:84.2%;eod:15.8%
L1,fixed_12,full,40,0.65,0.0008746577531257655,0.00044952602831682675,-0.0009483081632403855,-0.0011813948124642093,-0.003436063308666082,0.03498631012503062,0.001484739876144392,-0.0008565566298567306,10.825,0.475,0.2,time:82.5%;eod:17.5%
L1,fixed_12,H1,21,0.7142857142857143,0.000453811898889193,0.0004992809468304937,-0.0005086972830664616,-0.0005395454539638411,-0.003436063308666082,0.009530049876673052,0.0015127886494308296,-0.0007450330227440904,10.952380952380953,0.5238095238095238,0.14285714285714285,time:85.7%;eod:14.3%
L1,fixed_12,H2,19,0.5789473684210527,0.0013398031709661877,0.0001429352386228544,-0.001042556946809281,-0.0011897499219762908,-0.001340141893193758,0.025456260248357565,0.001315226616824594,-0.0010740084092671909,10.68421052631579,0.42105263157894735,0.2631578947368421,time:78.9%;eod:21.1%
L1,fixed_18,full,38,0.5789473684210527,0.0009874236076234475,0.0005198133035955177,-0.0014142904604450002,-0.0033109060633700225,-0.0054155685614610816,0.03752209708969101,0.001694415775224778,-0.0008930681440424415,15.736842105263158,0.5526315789473685,0.34210526315789475,time:73.7%;eod:26.3%
L1,fixed_18,H1,20,0.55,0.0004586406209353133,0.0005198133035955177,-0.0005998073050445195,-0.0015599830514320622,-0.004223508474547444,0.009172812418706267,0.0019009488414556408,-0.0007713610781835412,15.55,0.6,0.3,time:75.0%;eod:25.0%
L1,fixed_18,H2,18,0.6111111111111112,0.0015749602594991524,0.0004446793876675681,-0.001933308783304266,-0.003489715076407068,-0.0054155685614610816,0.028349284670984742,0.0015107915628487234,-0.0011746901597448622,15.944444444444445,0.5,0.3888888888888889,time:72.2%;eod:27.8%
L1,fixed_24,full,35,0.6285714285714286,0.001161083440149367,0.000727704420490527,-0.0022226967432604993,-0.004469168336650842,-0.0054155685614610816,0.040637920405227845,0.0018379982392382477,-0.0009730723169348865,20.285714285714285,0.5714285714285714,0.4,time:68.6%;eod:31.4%
L1,fixed_24,H1,19,0.631578947368421,0.0005069186737218731,0.0005663560241142562,-0.0012263112040450607,-0.002213561978582845,-0.0050380497752540165,0.009631454800715589,0.0018379982392382477,-0.0008130639711499965,19.736842105263158,0.5789473684210527,0.3684210526315789,time:68.4%;eod:31.6%
L1,fixed_24,H2,16,0.625,0.001937904100282016,0.0009996330644531648,-0.003331684955235892,-0.004522913644730953,-0.0054155685614610816,0.031006465604512257,0.0017252898858778343,-0.0012401471894061267,20.9375,0.5625,0.4375,time:68.8%;eod:31.2%
L1,fixed_eod,full,27,0.8148148148148148,0.0023572322714268206,0.0018294103427496378,-0.0004808055310260739,-0.0008722619834942379,-0.001340141893193758,0.06364527132852416,0.002937288041219288,-0.0010740084092671909,45.407407407407405,0.7037037037037037,0.6296296296296297,eod:100.0%
L1,fixed_eod,H1,15,0.8,0.001791080731263491,0.0018294103427496378,-0.00037521878489867874,-0.0004761569056860093,-0.0005086972830664616,0.026866210968952364,0.002778689691428804,-0.000984527692999726,42.333333333333336,0.6666666666666666,0.6,eod:100.0%
L1,fixed_eod,H2,12,0.8333333333333334,0.0030649216966309825,0.001633494205362629,-0.0009129515486143602,-0.0011685053365312835,-0.001340141893193758,0.03677906035957179,0.0034709973305108166,-0.0012401471894061267,49.25,0.75,0.6666666666666666,eod:100.0%
L1,sma9_close_max12,full,42,0.6428571428571429,0.0005977109556899531,0.00036436318080479424,-0.0005063359968137893,-0.0009874718735958853,-0.001340141893193758,0.02510386013897803,0.00085186514352531,-0.0007939367547694642,6.142857142857143,0.19047619047619047,0.09523809523809523,sma9_close:85.7%;eod:11.9%;time:2.4%
