setup,mechanic,hist_n,hist_wr,hist_avg,hist_med,hist_p10_ret,hist_p05_ret,hist_worst_ret,hist_avg_bars,hist_exit_reasons,hist_h1_n,hist_h1_wr,hist_h1_avg,hist_h2_n,hist_h2_wr,hist_h2_avg,recent_n,recent_wr,recent_avg,recent_med,recent_p10_ret,recent_p05_ret,recent_worst_ret,recent_avg_bars,recent_exit_reasons
L1_first,resignal_extend5_cap24,217,0.5944700460829493,0.0005846519839575,0.0003719649533575,-0.001689722018928,-0.0028362944215184,-0.0169170816714184,6.631336405529954,resignal_time:62.2%;time:30.9%;eod:6.9%,110,0.6090909090909091,0.0008095602545801,107,0.5794392523364486,0.0003534378739717,27,0.6296296296296297,0.0010451195650416,0.0007531823022317,-0.0009717961281491,-0.001240051945418,-0.0013664820750496,6.25925925925926,resignal_time:66.7%;time:22.2%;eod:11.1%
L2_first,fixed_5,196,0.5255102040816326,0.0001471346866797,5.717120688442101e-05,-0.0020786416008982,-0.0028357384248443,-0.0147243061940187,4.88265306122449,time:93.4%;eod:6.6%,98,0.5408163265306123,0.0002312045768222,98,0.5102040816326531,6.306479653725496e-05,24,0.625,0.0007752359048123,0.0002487168897689,-0.0007080526194153,-0.0012581442023208,-0.0019969851022192,4.666666666666667,time:87.5%;eod:12.5%
L2_first,fixed_8,196,0.5867346938775511,0.0005316721862992,0.000353335000185,-0.0021713977155405,-0.0039486484222941,-0.0169170816714184,7.63265306122449,time:89.3%;eod:10.7%,98,0.5816326530612245,0.0007822738099673,98,0.5918367346938775,0.0002810705626311,24,0.75,0.001574385189077,0.0007407502743358,-0.0007056439542719,-0.0008678393495012,-0.0013401418931937,7.291666666666667,time:87.5%;eod:12.5%
L2_first,fixed_12,196,0.6224489795918368,0.0006775015049539,0.0004472246576243,-0.0023671573417768,-0.0038763441466445,-0.0128741518849625,11.081632653061224,time:82.7%;eod:17.3%,98,0.6122448979591837,0.001119693902069,98,0.6326530612244898,0.0002353091078388,24,0.6666666666666666,0.0012226227651117,0.0008274946351658,-0.0006919075381638,-0.0012546845420526,-0.003436063308666,10.75,time:83.3%;eod:16.7%
L2_first,fixed_18,196,0.6581632653061225,0.001018204249506,0.0007513145866947,-0.0023525836427094,-0.0044355281518576,-0.0095849886688632,15.83673469387755,time:76.0%;eod:24.0%,98,0.6836734693877551,0.0014879752727838,98,0.6326530612244898,0.0005484332262282,24,0.5833333333333334,0.0013633788826753,0.0006889898336482,-0.0012267058578174,-0.0028784010761669,-0.0042235084745474,15.583333333333334,time:79.2%;eod:20.8%
L2_first,fixed_24,196,0.6632653061224489,0.0013531355189699,0.0009001435891398,-0.0020967450556781,-0.0031269988267246,-0.009160198519845,20.22959183673469,time:69.4%;eod:30.6%,98,0.6632653061224489,0.0019545205733039,98,0.6632653061224489,0.0007517504646359,24,0.625,0.0016508465865323,0.0005627868093419,-0.0012554862766644,-0.0037925789889268,-0.005038049775254,20.291666666666668,time:75.0%;eod:25.0%
L2_first,fixed_eod,196,0.7602040816326531,0.0036303295319742,0.0022934871624143,-0.000989478868026,-0.0022869637802525,-0.0082580537807016,44.21938775510204,eod:100.0%,98,0.7755102040816326,0.0050804540114815,98,0.7448979591836735,0.0021802050524669,24,0.7916666666666666,0.0024302722755614,0.0017924300575905,-0.0004784421697773,-0.0005052024465088,-0.0013401418931937,45.708333333333336,eod:100.0%
L2_first,sma9_close_max12,196,0.6224489795918368,0.0004320678070315,0.0003541708236651,-0.0015283935074456,-0.0035531291126804,-0.010218837830299,6.673469387755102,sma9_close:86.7%;eod:7.1%;time:6.1%,98,0.6632653061224489,0.0006818855766986,98,0.5816326530612245,0.0001822500373645,24,0.7083333333333334,0.000897408450757,0.0003653422591501,-0.0004295072234709,-0.0006082103904369,-0.0013401418931937,5.833333333333333,sma9_close:87.5%;eod:12.5%
L2_first,bbmid_close_max12,196,0.6632653061224489,0.0004874724955046,0.0003794518727143,-0.0022845626084315,-0.0038763441466445,-0.0128741518849625,9.03061224489796,bb_mid_close:48.0%;time:41.8%;eod:10.2%,98,0.6530612244897959,0.0009555105734796,98,0.673469387755102,1.94344175297122e-05,24,0.75,0.001126322045105,0.000884137224831,-0.0006919075381638,-0.0012546845420526,-0.003436063308666,7.958333333333333,bb_mid_close:66.7%;time:20.8%;eod:12.5%
L2_first,target15_max12,196,0.7193877551020408,0.000345992611424,0.0013497749999999,-0.0017107330257206,-0.0025503513791851,-0.0076772233262629,7.438775510204081,target_15bp:52.6%;time:36.7%;eod:10.7%,98,0.7244897959183674,0.0004193288734739,98,0.7142857142857143,0.0002726563493741,24,0.75,0.0006096162712026,0.0013497749999999,-0.0005036169477968,-0.0012154252016746,-0.003436063308666,7.125,target_15bp:58.3%;time:25.0%;eod:16.7%
L2_first,target25_max12,196,0.673469387755102,0.0004516610533277,0.0007182017196045,-0.0020837879287384,-0.0035220474220004,-0.0079254112375256,8.846938775510203,time:53.1%;target_25bp:32.7%;eod:14.3%,98,0.6836734693877551,0.0006592873347045,98,0.6632653061224489,0.000244034771951,24,0.7083333333333334,0.0007119128229029,0.0008969965738697,-0.0006919075381638,-0.0012546845420526,-0.003436063308666,9.333333333333334,time:62.5%;target_25bp:20.8%;eod:16.7%
L2_first,resignal_extend5_cap24,196,0.5561224489795918,0.0003500568264331,0.0002667051046599,-0.0019271591165258,-0.0031300678560785,-0.0169170816714184,6.566326530612245,resignal_time:60.2%;time:29.6%;eod:10.2%,98,0.5306122448979592,0.0004333299161723,98,0.5816326530612245,0.0002667837366939,24,0.6666666666666666,0.0011804337926827,0.0008040147909488,-0.0005205762110668,-0.0012179706862461,-0.0013664820750496,6.041666666666667,resignal_time:62.5%;time:25.0%;eod:12.5%
L3_first,fixed_5,137,0.6131386861313869,0.0006518036118751,0.000632656241764,-0.0022052970082916,-0.0028260129362078,-0.0147243061940187,4.759124087591241,time:89.8%;eod:10.2%,71,0.704225352112676,0.0010363042808088,66,0.5151515151515151,0.0002381741043858,14,0.7857142857142857,0.000726764102466,0.0005750454526823,-0.0003794841521552,-0.0010302608014439,-0.0019969851022192,5.0,time:92.9%;eod:7.1%
L3_first,fixed_8,137,0.6715328467153284,0.0010797753294757,0.0008314458234968,-0.0025410888403341,-0.0040636605615828,-0.0169170816714184,7.416058394160584,time:87.6%;eod:12.4%,71,0.704225352112676,0.0016584157094893,66,0.6363636363636364,0.0004572985570368,14,0.7857142857142857,0.0015617696369489,0.0007979241230852,-0.0005131757714212,-0.0007275918418997,-0.0008914490717193,7.785714285714286,time:92.9%;eod:7.1%
L3_first,fixed_12,137,0.6423357664233577,0.0012338617348852,0.0007639077853025,-0.0023637007981018,-0.0045277657977997,-0.0128741518849625,10.83941605839416,time:83.9%;eod:16.1%,71,0.676056338028169,0.0020057705581964,66,0.6060606060606061,0.000403474970414,14,0.7142857142857143,0.0012474698668896,0.0008800080240674,-0.0006698823414946,-0.001703399200331,-0.003436063308666,11.5,time:78.6%;eod:21.4%
L3_first,fixed_18,137,0.6715328467153284,0.0016600612594532,0.0012164057498178,-0.002432532722154,-0.004425733236069,-0.0095849886688632,15.686131386861314,time:77.4%;eod:22.6%,71,0.7605633802816901,0.0023873397549044,66,0.5757575757575758,0.000877685908286,14,0.7142857142857143,0.0014057629490434,0.0011775235139757,-0.0023151862504689,-0.0035256360424705,-0.0042235084745474,16.214285714285715,time:78.6%;eod:21.4%
L3_first,fixed_24,137,0.6934306569343066,0.0020719333699925,0.0015411609715276,-0.0021781628339201,-0.0034470711945296,-0.009160198519845,20.21897810218978,time:73.7%;eod:26.3%,71,0.7605633802816901,0.0027144751733299,66,0.6212121212121212,0.0013807141573114,14,0.7857142857142857,0.0016297523315322,0.0009352340824768,-0.0032751403555034,-0.0045098027251224,-0.005038049775254,20.928571428571427,time:71.4%;eod:28.6%
