recipe,combo,k,n_syms,syms,coverage,mean_n,mean_wr,mean_avg,mean_delta,min_n,min_wr,min_avg,sum_score,detail
L3_rsi35,1h_rsi_mid+1w_above_sma9,2,3,"DIA,IWM,SPY",3/4,15.0,0.7476190476190476,0.0014609926011352667,0.00024108775807536666,10,0.6,0.0012905475735765,0.02076072269045815,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=14 WR=93% avg=+0.129% Δ=+0.021%
L3_rsi35,1h_bb_mid+1h_rsi_mid,2,3,"DIA,IWM,SPY",3/4,15.0,0.7581140350877194,0.001443905738376,0.00022400089531611597,10,0.6,0.0011711309198131,0.02070594164849396,DIA n=19 WR=74% avg=+0.156% Δ=+0.033% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=16 WR=94% avg=+0.117% Δ=+0.009%
L1_prior_up,1w_above_sma9+30m_bb_mid,2,3,"DIA,QQQ,SPY",3/4,40.666666666666664,0.6406191950464396,0.0009493559215788001,5.3516635312355005e-05,34,0.6176470588235294,0.000882551743836,0.020658583867440593,DIA n=50 WR=62% avg=+0.090% Δ=+0.001% | QQQ n=34 WR=62% avg=+0.088% Δ=+0.010% | SPY n=38 WR=68% avg=+0.106% Δ=+0.004%
L3_rsi35,1d_bb_mid+1h_rsi_mid,2,3,"DIA,IWM,SPY",3/4,15.666666666666666,0.7505952380952382,0.0014211870498808,0.00020128220682094928,10,0.6,0.0011711309198131,0.02059645853416105,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=16 WR=94% avg=+0.117% Δ=+0.009%
L3_rsi35,1h_rsi_mid+30m_bb_mid,2,3,"DIA,IWM,SPY",3/4,15.333333333333334,0.7492063492063492,0.001413822924243,0.00019391808118313634,10,0.6,0.0011490385428997,0.020241085980383787,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=15 WR=93% avg=+0.115% Δ=+0.007%
L3_rsi35,1h_rsi_mid+1w_bb_mid,2,3,"DIA,IWM,SPY",3/4,15.333333333333334,0.7492063492063492,0.0014135421984466,0.00019363735538675464,10,0.6,0.0011481963655105,0.020236410821146265,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=15 WR=93% avg=+0.115% Δ=+0.007%
L3_rsi35,15m_below_sma9+1h_above_sma9,2,2,"QQQ,SPY",2/4,12.0,1.0,0.0028322254231593,0.00128925159192725,11,1.0,0.001490232436032,0.028826138580581147,QQQ n=11 WR=100% avg=+0.417% Δ=+0.217% | SPY n=13 WR=100% avg=+0.149% Δ=+0.041%
raw_bb_dn,15m_vwap_dn+1h_bb_mid,2,2,"IWM,QQQ",2/4,30.5,0.6653846153846154,0.0020119198934012,0.00125947467252655,26,0.6,0.0014744240178625,0.02559450129504684,IWM n=35 WR=60% avg=+0.147% Δ=+0.081% | QQQ n=26 WR=73% avg=+0.255% Δ=+0.171%
raw_bb_dn,15m_vwap_dn+30m_bb_mid,2,2,"IWM,QQQ",2/4,29.0,0.6430303030303031,0.0019562833658521997,0.00120383814497755,25,0.6060606060606061,0.0015294444066807,0.02377825826651765,IWM n=33 WR=61% avg=+0.153% Δ=+0.087% | QQQ n=25 WR=68% avg=+0.238% Δ=+0.154%
L3_rsi35,1d_bb_mid+1h_above_sma9,2,2,"QQQ,SPY",2/4,14.0,0.9285714285714286,0.0021702144250747,0.00062724059384265,14,0.9285714285714286,0.0013333487525224,0.023200568098468894,QQQ n=14 WR=93% avg=+0.301% Δ=+0.100% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%
L1_prior_up,15m_candle_dn+1d_candle_dn,2,2,"IWM,SPY",2/4,17.5,0.72,0.0023610172883569503,0.00109072438869985,10,0.64,0.0022670313310926,0.023014501082277657,IWM n=25 WR=64% avg=+0.227% Δ=+0.075% | SPY n=10 WR=80% avg=+0.246% Δ=+0.144%
L1_prior_up,1h_rsi_mid+30m_candle_up,2,2,"IWM,SPY",2/4,14.0,0.7564102564102564,0.0024752898501390497,0.00120499695048195,13,0.6666666666666666,0.0015968394535242,0.02290427277805201,IWM n=15 WR=67% avg=+0.335% Δ=+0.183% | SPY n=13 WR=85% avg=+0.160% Δ=+0.058%
L3_rsi35,15m_below_sma9+1h_bb_mid,2,2,"DIA,QQQ",2/4,16.5,0.7612781954887218,0.00225432139302985,0.0006391184547660501,14,0.7368421052631579,0.0016399876443708,0.02264186181499382,DIA n=19 WR=74% avg=+0.164% Δ=+0.041% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%
raw_bb_dn,1h_bb_mid+30m_vwap_dn,2,2,"IWM,QQQ",2/4,20.5,0.6866028708133971,0.0020561579763080503,0.0013037127554334,19,0.6363636363636364,0.0014433024818661,0.022082199652701445,IWM n=22 WR=64% avg=+0.144% Δ=+0.078% | QQQ n=19 WR=74% avg=+0.267% Δ=+0.183%
L1_prior_up,15m_bb_mid+15m_candle_dn,2,2,"IWM,SPY",2/4,25.0,0.6594202898550725,0.00191614773663255,0.00064585483697545,23,0.6521739130434783,0.0015946426159144,0.02203145327933493,IWM n=23 WR=65% avg=+0.224% Δ=+0.072% | SPY n=27 WR=67% avg=+0.159% Δ=+0.058%
L3_rsi35,15m_below_sma9+1h_candle_up,2,2,"QQQ,SPY",2/4,11.0,0.9090909090909092,0.0024069590396015497,0.0008639852083695,11,0.8181818181818182,0.0014171891821509,0.02190063546650487,QQQ n=11 WR=82% avg=+0.340% Δ=+0.139% | SPY n=11 WR=100% avg=+0.142% Δ=+0.034%
L3_rsi35,1h_above_sma9+30m_bb_mid,2,2,"QQQ,SPY",2/4,14.5,0.8976190476190476,0.0020614724716563,0.0005184986404243,14,0.8666666666666667,0.0013333487525224,0.02189259697578163,QQQ n=15 WR=87% avg=+0.279% Δ=+0.078% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%
L3_rsi35,1h_above_sma9+1h_bb_mid,2,2,"QQQ,SPY",2/4,14.0,0.894871794871795,0.00207844996747215,0.0005354761362401,13,0.8666666666666667,0.0013673037441541,0.021781151916182632,QQQ n=15 WR=87% avg=+0.279% Δ=+0.078% | SPY n=13 WR=92% avg=+0.137% Δ=+0.029%
L3_rsi35,15m_bb_mid+1h_above_sma9,2,2,"QQQ,SPY",2/4,14.5,0.8976190476190476,0.00203329921675105,0.000490325385519,14,0.8666666666666667,0.0013333487525224,0.021594350547160555,QQQ n=15 WR=87% avg=+0.273% Δ=+0.073% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%
L3_rsi35,15m_below_sma9+1d_bb_mid,2,2,"DIA,QQQ",2/4,17.0,0.7428571428571429,0.0021426336549246,0.0005274307166608,14,0.7,0.0014166121681603,0.021402584697975777,DIA n=20 WR=70% avg=+0.142% Δ=+0.019% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%
L3_rsi35,15m_below_sma9+30m_bb_mid,2,2,"DIA,QQQ",2/4,17.0,0.7428571428571429,0.0021426336549246,0.0005274307166608,14,0.7,0.0014166121681603,0.021402584697975777,DIA n=20 WR=70% avg=+0.142% Δ=+0.019% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%
L1_prior_up,1h_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,22.5,0.6428571428571428,0.00199734326228395,0.00072705036262685,21,0.6190476190476191,0.0013051932151408,0.021251846144282174,IWM n=21 WR=62% avg=+0.269% Δ=+0.117% | SPY n=24 WR=67% avg=+0.131% Δ=+0.029%
raw_bb_dn,15m_bb_mid+15m_vwap_dn,2,2,"IWM,QQQ",2/4,27.0,0.6333333333333333,0.00180209398206,0.00104964876118535,24,0.6,0.0014108591753978,0.02103627155200783,IWM n=30 WR=60% avg=+0.141% Δ=+0.075% | QQQ n=24 WR=67% avg=+0.219% Δ=+0.135%
raw_bb_dn,1d_candle_dn+1w_above_sma9,2,2,"QQQ,SPY",2/4,50.0,0.6474747474747475,0.0013147955546395,0.0006281493024182,45,0.6222222222222222,0.0010145340443433,0.020981887261720476,QQQ n=45 WR=62% avg=+0.162% Δ=+0.077% | SPY n=55 WR=67% avg=+0.101% Δ=+0.048%
L1_prior_up,1d_candle_dn+30m_candle_up,2,2,"IWM,SPY",2/4,15.5,0.7095238095238096,0.00221706116352705,0.0009467682638699499,10,0.6190476190476191,0.001744629017627,0.02096414733903485,IWM n=21 WR=62% avg=+0.269% Δ=+0.117% | SPY n=10 WR=80% avg=+0.174% Δ=+0.073%
