symbol,cond,label,n,p_close_above_open,p_close_above_prior,p_gap_fill,avg_open_to_close,med_open_to_close,avg_close_to_close,avg_gap
SPY,dn_close_dn_open,"prior day down, opens down",458,0.5436681222707423,0.32532751091703055,0.6506550218340611,0.0004329480966238763,0.0006737032569716916,-0.005049012485244638,-0.005480000689103704
SPY,dn_close_up_open,"prior day down, opens up",664,0.5421686746987951,0.7243975903614458,1.0,0.00024065624225382668,0.0005277653381102754,0.004969604548821005,0.004720250844178275
SPY,up_close_dn_open,"prior day up, opens down",623,0.5569823434991974,0.3274478330658106,0.6388443017656501,0.0002562358279409677,0.000653575354267355,-0.0038833712484787515,-0.004139645896941335
SPY,up_close_up_open,"prior day up, opens up",767,0.5215123859191656,0.7183833116036505,1.0,-2.4255341945687224e-05,0.0003174459208199476,0.003716024643662467,0.0037426900037646825
QQQ,dn_close_dn_open,"prior day down, opens down",459,0.55119825708061,0.35294117647058826,0.6187363834422658,0.0009307374906429662,0.0012153437143942458,-0.005840833254026986,-0.006757534363802775
QQQ,dn_close_up_open,"prior day down, opens up",629,0.5596184419713831,0.7408585055643879,1.0,0.0009518745325169616,0.0014806771630224702,0.007101604470568485,0.006131372237043454
QQQ,up_close_dn_open,"prior day up, opens down",621,0.5523349436392915,0.35104669887278583,0.6312399355877617,-7.621931468945246e-05,0.0008316322673318499,-0.005378057650623254,-0.0053087142542482734
QQQ,up_close_up_open,"prior day up, opens up",803,0.5242839352428393,0.7185554171855542,1.0,-0.0002017168512238523,0.00048143053645111067,0.004581180019691212,0.004789916599387164
