label,n,per_day,wr,avg,med,sum,mfe_med,hit15,hit25,sym,recipe,combo,k,flags,delta_avg,base_avg,base_wr,base_n
DIA|5m|raw_bb_dn|alone,118,1.9666666666666666,0.5338983050847458,0.0003834773024191126,0.00014893605508503605,0.045250321685455286,0.0007938456783580516,0.3220338983050847,0.17796610169491525,DIA,raw_bb_dn,alone,0,,0.0,,,
DIA|raw_bb_dn+15m_above_sma9,42,0.7,0.5,0.0004595862721271316,6.69696748344939e-05,0.019302623429339527,0.0007638030014928132,0.35714285714285715,0.19047619047619047,DIA,raw_bb_dn,15m_above_sma9,1,15m_above_sma9,7.610896970801899e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_bb_dn,9,0.15,0.7777777777777778,0.0014044806155589045,0.0014632446356701578,0.01264032554003014,0.002066975799751125,0.6666666666666666,0.4444444444444444,DIA,raw_bb_dn,15m_bb_dn,1,15m_bb_dn,0.0010210033131397918,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_bb_mid,115,1.9166666666666667,0.5304347826086957,0.0003347859711294346,9.934233063035869e-05,0.03850038667988498,0.0007831552310675338,0.3130434782608696,0.16521739130434782,DIA,raw_bb_dn,15m_bb_mid,1,15m_bb_mid,-4.8691331289677994e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_bb_up,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,15m_bb_up,1,15m_bb_up,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_below_sma9,91,1.5166666666666666,0.5384615384615384,0.0002989159508916716,9.934233063035869e-05,0.027201351531142115,0.0007831552310675338,0.3076923076923077,0.16483516483516483,DIA,raw_bb_dn,15m_below_sma9,1,15m_below_sma9,-8.456135152744103e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_candle_dn,92,1.5333333333333334,0.5,0.0003709641741416868,2.083171709021947e-06,0.03412870402103518,0.0007649646000802424,0.2717391304347826,0.17391304347826086,DIA,raw_bb_dn,15m_candle_dn,1,15m_candle_dn,-1.2513128277425812e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_candle_up,41,0.6833333333333333,0.6097560975609756,0.0004063158686073499,0.00043601174148300004,0.016658950612901346,0.0014540499939905693,0.4878048780487805,0.17073170731707318,DIA,raw_bb_dn,15m_candle_up,1,15m_candle_up,2.2838566188237313e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_rsi_hi,7,0.11666666666666667,0.2857142857142857,-0.00041677289983780126,-0.0008551307408859454,-0.002917410298864609,0.0007085859009223761,0.14285714285714285,0.14285714285714285,DIA,raw_bb_dn,15m_rsi_hi,1,15m_rsi_hi,-0.0008002502022569139,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_rsi_lo,20,0.3333333333333333,0.75,0.000672872383840939,0.0007687281603839802,0.013457447676818779,0.0010360931727489975,0.4,0.2,DIA,raw_bb_dn,15m_rsi_lo,1,15m_rsi_lo,0.0002893950814218264,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_rsi_mid,98,1.6333333333333333,0.5204081632653061,0.0003612772174178966,9.256411694380517e-05,0.035405167306953866,0.0007820314730820899,0.32653061224489793,0.17346938775510204,DIA,raw_bb_dn,15m_rsi_mid,1,15m_rsi_mid,-2.2200085001216024e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_vwap_dn,31,0.5166666666666667,0.4838709677419355,0.00037010212249547733,-4.912944988622048e-05,0.011473165797359797,0.0009403645580046138,0.3870967741935484,0.16129032258064516,DIA,raw_bb_dn,15m_vwap_dn,1,15m_vwap_dn,-1.3375179923635276e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+15m_vwap_up,13,0.21666666666666667,0.46153846153846156,-7.084452180826907e-05,-0.0003222650463063914,-0.0009209787835074978,0.0005868839806952852,0.23076923076923078,0.15384615384615385,DIA,raw_bb_dn,15m_vwap_up,1,15m_vwap_up,-0.0004543218242273817,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_above_sma9,118,1.9666666666666666,0.5338983050847458,0.0003834773024191126,0.00014893605508503605,0.045250321685455286,0.0007938456783580516,0.3220338983050847,0.17796610169491525,DIA,raw_bb_dn,1d_above_sma9,1,1d_above_sma9,0.0,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_bb_dn,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,1d_bb_dn,1,1d_bb_dn,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_bb_mid,118,1.9666666666666666,0.5338983050847458,0.0003834773024191126,0.00014893605508503605,0.045250321685455286,0.0007938456783580516,0.3220338983050847,0.17796610169491525,DIA,raw_bb_dn,1d_bb_mid,1,1d_bb_mid,0.0,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_bb_up,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,1d_bb_up,1,1d_bb_up,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_below_sma9,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,1d_below_sma9,1,1d_below_sma9,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_candle_dn,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,1d_candle_dn,1,1d_candle_dn,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_candle_up,118,1.9666666666666666,0.5338983050847458,0.0003834773024191126,0.00014893605508503605,0.045250321685455286,0.0007938456783580516,0.3220338983050847,0.17796610169491525,DIA,raw_bb_dn,1d_candle_up,1,1d_candle_up,0.0,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_rsi_hi,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,1d_rsi_hi,1,1d_rsi_hi,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_rsi_lo,0,0.0,,,,0.0,,,,DIA,raw_bb_dn,1d_rsi_lo,1,1d_rsi_lo,,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1d_rsi_mid,118,1.9666666666666666,0.5338983050847458,0.0003834773024191126,0.00014893605508503605,0.045250321685455286,0.0007938456783580516,0.3220338983050847,0.17796610169491525,DIA,raw_bb_dn,1d_rsi_mid,1,1d_rsi_mid,0.0,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1h_above_sma9,62,1.0333333333333334,0.5,0.00021090528332807563,2.083171709021947e-06,0.01307612756634069,0.0008500697894150422,0.27419354838709675,0.16129032258064516,DIA,raw_bb_dn,1h_above_sma9,1,1h_above_sma9,-0.00017257201909103698,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1h_bb_dn,4,0.06666666666666667,0.5,0.0008970062275398261,0.0005984968580222128,0.0035880249101593042,0.0011988245343413917,0.5,0.25,DIA,raw_bb_dn,1h_bb_dn,1,1h_bb_dn,0.0005135289251207134,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1h_bb_mid,106,1.7666666666666666,0.5471698113207547,0.0004279841835930168,0.00020592020844800718,0.04536632346085978,0.0007820314730820899,0.330188679245283,0.1792452830188679,DIA,raw_bb_dn,1h_bb_mid,1,1h_bb_mid,4.450688117390417e-05,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1h_bb_up,8,0.13333333333333333,0.375,-0.0004630033356954749,-0.0008081794775671169,-0.0037040266855637993,0.0008139088823279073,0.125,0.125,DIA,raw_bb_dn,1h_bb_up,1,1h_bb_up,-0.0008464806381145876,0.0003834773024191126,0.5338983050847458,118.0
DIA|raw_bb_dn+1h_below_sma9,55,0.9166666666666666,0.5818181818181818,0.0006418462975479039,0.00041486144728519747,0.03530154636513472,0.000872301286989341,0.4,0.21818181818181817,DIA,raw_bb_dn,1h_below_sma9,1,1h_below_sma9,0.0002583689951287913,0.0003834773024191126,0.5338983050847458,118.0
