label,n,per_day,wr,avg,med,sum,mfe_med,hit15,hit25,sym,recipe,combo,k,flags,delta_avg,base_avg,base_wr,base_n
SPY|5m|raw_bb_dn|alone,926,2.0,0.490280777537797,-0.00021812969352754085,-3.515201216131025e-05,-0.20198809620650282,0.0010571092247175784,0.38120950323974084,0.2019438444924406,SPY,raw_bb_dn,alone,0,,0.0,,,
SPY|raw_bb_dn+15m_above_sma9,349,0.7537796976241901,0.5186246418338109,0.00012796371259152285,5.318440036794492e-05,0.04465933569444147,0.0009562960333555637,0.36103151862464183,0.20057306590257878,SPY,raw_bb_dn,15m_above_sma9,1,15m_above_sma9,0.00034609340611906373,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_bb_dn,107,0.23110151187904968,0.5607476635514018,0.0007226530127849687,0.0005359318212441178,0.07732387236799165,0.0019091505408701526,0.5981308411214953,0.40186915887850466,SPY,raw_bb_dn,15m_bb_dn,1,15m_bb_dn,0.0009407827063125096,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_bb_mid,853,1.8423326133909288,0.488862837045721,-0.0002572660320888961,-3.95578432423882e-05,-0.21944792537182833,0.000988266309546848,0.3634232121922626,0.18757327080890973,SPY,raw_bb_dn,15m_bb_mid,1,15m_bb_mid,-3.913633856135522e-05,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_bb_up,14,0.03023758099352052,0.42857142857142855,0.0012594172019436054,-0.0005120822113344747,0.017631840827210477,0.0012621638983570937,0.35714285714285715,0.2857142857142857,SPY,raw_bb_dn,15m_bb_up,1,15m_bb_up,0.0014775468954711462,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_below_sma9,667,1.4406047516198703,0.4782608695652174,-0.0003015433326045526,-8.379295167681988e-05,-0.20112940284723657,0.0010996490684112015,0.38830584707646176,0.21139430284857572,SPY,raw_bb_dn,15m_below_sma9,1,15m_below_sma9,-8.341363907701175e-05,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_candle_dn,698,1.5075593952483801,0.48424068767908307,-0.0001358925562413428,-3.5577040578271824e-05,-0.09485300425645726,0.001026059087204656,0.38968481375358166,0.22063037249283668,SPY,raw_bb_dn,15m_candle_dn,1,15m_candle_dn,8.223713728619807e-05,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_candle_up,371,0.8012958963282938,0.522911051212938,-0.00013230442750690601,6.021380413567812e-05,-0.04908494260506213,0.0011864873375289076,0.3935309973045822,0.20754716981132076,SPY,raw_bb_dn,15m_candle_up,1,15m_candle_up,8.582526602063484e-05,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_rsi_hi,93,0.20086393088552915,0.5376344086021505,0.00010766933406680906,0.00017026617191007176,0.010013248068213243,0.0009147701894740567,0.3118279569892473,0.17204301075268819,SPY,raw_bb_dn,15m_rsi_hi,1,15m_rsi_hi,0.0003257990275943499,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_rsi_lo,123,0.265658747300216,0.4634146341463415,-0.0003629301939515466,-0.000203667932828,-0.04464041385604023,0.0017308454657620764,0.5528455284552846,0.34146341463414637,SPY,raw_bb_dn,15m_rsi_lo,1,15m_rsi_lo,-0.00014480050042400572,-0.00021812969352754085,0.490280777537797,926.0
SPY|raw_bb_dn+15m_rsi_mid,758,1.6371490280777539,0.4894459102902375,-0.00022663583767905873,-2.4844257374645462e-05,-0.17178996496072652,0.0009886545636951238,0.3627968337730871,0.18733509234828497,SPY,raw_bb_dn,15m_rsi_mid,1,15m_rsi_mid,-8.506144151517874e-06,-0.00021812969352754085,0.490280777537797,926.0
