setup,mechanic,window,n,wr,avg,med,p10_ret,p05_ret,worst_ret,sum,mfe_med,mae_med,avg_bars,p_hit15,p_hit25,exit_reasons
L1_first,fixed_24,H1,36,0.7777777777777778,0.0022147796894098964,0.001739780707295746,-0.0013164157238289564,-0.001787357930397776,-0.007849549075620965,0.07973206881875627,0.003279891306101068,-0.00158439775397351,21.86111111111111,0.8611111111111112,0.6111111111111112,time:80.6%;eod:19.4%
L1_first,fixed_24,H2,24,0.6666666666666666,0.0019526831367530962,0.0013510444596542825,-0.000590651218585092,-0.0017516517177193823,-0.0024316291527981537,0.04686439528207431,0.0027068869332325107,-0.0013493246451934948,20.5,0.7083333333333334,0.5416666666666666,time:79.2%;eod:20.8%
L1_first,fixed_eod,full,60,0.8166666666666667,0.0042444030955687195,0.003252781947056582,-0.0003528735559603535,-0.0014647935129229515,-0.007849549075620965,0.2546641857341232,0.005065329958666265,-0.0015355078418895496,51.166666666666664,0.85,0.75,eod:100.0%
L1_first,fixed_eod,H1,36,0.8333333333333334,0.00508893025224615,0.0033614670346472364,-0.00022697358014184266,-0.0015614773693505557,-0.007849549075620965,0.18320148908086142,0.005065329958666265,-0.0016991181426587731,52.22222222222222,0.8888888888888888,0.8333333333333334,eod:100.0%
L1_first,fixed_eod,H2,24,0.7916666666666666,0.0029776123605525736,0.0016017169075145388,-0.00035030910925313294,-0.0007748885257290228,-0.0019414985945869212,0.07146269665326177,0.004754227259332944,-0.0013493246451934948,49.583333333333336,0.7916666666666666,0.625,eod:100.0%
L1_first,sma9_close_max12,full,60,0.7,0.0003876391450375864,0.00048069563518160496,-0.0019874807936817174,-0.003114467967309847,-0.006500649601689612,0.023258348702255183,0.0011275264145803598,-0.0010627991969712203,6.183333333333334,0.4,0.15,sma9_close:85.0%;time:8.3%;eod:6.7%
L1_first,sma9_close_max12,H1,36,0.7777777777777778,0.0005752830379419773,0.000746384426769775,-0.0020745556862002967,-0.0035461414456729734,-0.006416081847354094,0.02071018936591118,0.0015048448697154715,-0.0010839363314515404,6.055555555555555,0.5,0.19444444444444445,sma9_close:86.1%;time:8.3%;eod:5.6%
L1_first,sma9_close_max12,H2,24,0.5833333333333334,0.0001061733056810001,0.00037704326139731403,-0.0016434936596291913,-0.0027027994062600535,-0.006500649601689612,0.0025481593363440025,0.0007716848193362047,-0.0009228778546618854,6.375,0.25,0.08333333333333333,sma9_close:83.3%;time:8.3%;eod:8.3%
L1_first,bbmid_close_max12,full,60,0.65,0.000548690100619272,0.0005293448233860687,-0.0019507789176429812,-0.002793302023872368,-0.006500649601689612,0.03292140603715632,0.00146009153364135,-0.0012674515505737838,8.416666666666666,0.48333333333333334,0.21666666666666667,bb_mid_close:48.3%;time:43.3%;eod:8.3%
L1_first,bbmid_close_max12,H1,36,0.7222222222222222,0.0007567971777865975,0.0008877902610705535,-0.0022178112053412025,-0.0028381962499453572,-0.006416081847354094,0.027244698400317513,0.001833070335657272,-0.0012845143356349786,8.305555555555555,0.5833333333333334,0.3055555555555556,bb_mid_close:50.0%;time:44.4%;eod:5.6%
