recipe,combo,k,n_syms,syms,coverage,mean_n,mean_wr,mean_avg,mean_delta,min_n,min_wr,min_avg,sum_score,detail,kind
L2_hvol,1h_bb_mid,1,3,"DIA,IWM,QQQ",3/4,32.0,0.6333846469622332,0.0011157909401328667,3.701165039961346e-05,29,0.59375,0.0007857690925067,0.021537085122466534,DIA n=35 WR=69% avg=+0.124% Δ=+0.006% | IWM n=29 WR=62% avg=+0.132% Δ=+0.000% | QQQ n=32 WR=59% avg=+0.079% Δ=+0.005%,single
L2_hvol,1d_bb_mid,1,3,"DIA,IWM,QQQ",3/4,33.333333333333336,0.6355824491600354,0.0010890659928707,1.0286703137426767e-05,29,0.59375,0.0007632051056811,0.02150363367555714,DIA n=39 WR=69% avg=+0.118% Δ=+0.000% | IWM n=29 WR=62% avg=+0.132% Δ=+0.000% | QQQ n=32 WR=59% avg=+0.076% Δ=+0.003%,single
raw_bb_dn,30m_vwap_dn,1,3,"IWM,QQQ,SPY",3/4,19.333333333333332,0.6280193236714976,0.0014265890828778,0.0007476531530892333,12,0.6086956521739131,0.0010036278232709,0.021475732020064517,IWM n=23 WR=61% avg=+0.136% Δ=+0.069% | QQQ n=23 WR=61% avg=+0.192% Δ=+0.108% | SPY n=12 WR=67% avg=+0.100% Δ=+0.047%,single
L3_rsi35,1h_rsi_mid+1w_rsi_hi,2,3,"DIA,IWM,SPY",3/4,14.0,0.7411255411255412,0.0015238486788914667,0.0003039438358316,10,0.6,0.0014791158068451,0.020774993778711115,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=11 WR=91% avg=+0.148% Δ=+0.040%,pair
L3_rsi35,1h_rsi_mid+1w_above_sma9,2,3,"DIA,IWM,SPY",3/4,15.0,0.7476190476190476,0.0014609926011352667,0.00024108775807536666,10,0.6,0.0012905475735765,0.02076072269045815,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=14 WR=93% avg=+0.129% Δ=+0.021%,pair
L3_rsi35,1h_bb_mid+1h_rsi_mid,2,3,"DIA,IWM,SPY",3/4,15.0,0.7581140350877194,0.001443905738376,0.00022400089531611597,10,0.6,0.0011711309198131,0.02070594164849396,DIA n=19 WR=74% avg=+0.156% Δ=+0.033% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=16 WR=94% avg=+0.117% Δ=+0.009%,pair
L1_prior_up,1w_above_sma9+30m_bb_mid,2,3,"DIA,QQQ,SPY",3/4,40.666666666666664,0.6406191950464396,0.0009493559215788001,5.3516635312355005e-05,34,0.6176470588235294,0.000882551743836,0.020658583867440593,DIA n=50 WR=62% avg=+0.090% Δ=+0.001% | QQQ n=34 WR=62% avg=+0.088% Δ=+0.010% | SPY n=38 WR=68% avg=+0.106% Δ=+0.004%,pair
L3_rsi35,1h_rsi_mid,1,3,"DIA,IWM,SPY",3/4,15.666666666666666,0.7505952380952382,0.0014211870498808,0.00020128220682094928,10,0.6,0.0011711309198131,0.02059645853416105,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=16 WR=94% avg=+0.117% Δ=+0.009%,single
L3_rsi35,1d_bb_mid+1h_rsi_mid,2,3,"DIA,IWM,SPY",3/4,15.666666666666666,0.7505952380952382,0.0014211870498808,0.00020128220682094928,10,0.6,0.0011711309198131,0.02059645853416105,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=16 WR=94% avg=+0.117% Δ=+0.009%,pair
L3_rsi35,1h_rsi_mid+30m_bb_mid,2,3,"DIA,IWM,SPY",3/4,15.333333333333334,0.7492063492063492,0.001413822924243,0.00019391808118313634,10,0.6,0.0011490385428997,0.020241085980383787,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=15 WR=93% avg=+0.115% Δ=+0.007%,pair
L3_rsi35,1h_rsi_mid+1w_bb_mid,2,3,"DIA,IWM,SPY",3/4,15.333333333333334,0.7492063492063492,0.0014135421984466,0.00019363735538675464,10,0.6,0.0011481963655105,0.020236410821146265,DIA n=21 WR=71% avg=+0.149% Δ=+0.026% | IWM n=10 WR=60% avg=+0.160% Δ=+0.025% | SPY n=15 WR=93% avg=+0.115% Δ=+0.007%,pair
raw_bb_dn,15m_vwap_dn+1h_bb_mid,2,2,"IWM,QQQ",2/4,30.5,0.6653846153846154,0.0020119198934012,0.00125947467252655,26,0.6,0.0014744240178625,0.02559450129504684,IWM n=35 WR=60% avg=+0.147% Δ=+0.081% | QQQ n=26 WR=73% avg=+0.255% Δ=+0.171%,pair
raw_bb_dn,15m_vwap_dn+30m_bb_mid,2,2,"IWM,QQQ",2/4,29.0,0.6430303030303031,0.0019562833658521997,0.00120383814497755,25,0.6060606060606061,0.0015294444066807,0.02377825826651765,IWM n=33 WR=61% avg=+0.153% Δ=+0.087% | QQQ n=25 WR=68% avg=+0.238% Δ=+0.154%,pair
L3_rsi35,1d_bb_mid+1h_above_sma9,2,2,"QQQ,SPY",2/4,14.0,0.9285714285714286,0.0021702144250747,0.00062724059384265,14,0.9285714285714286,0.0013333487525224,0.023200568098468894,QQQ n=14 WR=93% avg=+0.301% Δ=+0.100% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%,pair
L1_prior_up,1h_rsi_mid+30m_candle_up,2,2,"IWM,SPY",2/4,14.0,0.7564102564102564,0.0024752898501390497,0.00120499695048195,13,0.6666666666666666,0.0015968394535242,0.02290427277805201,IWM n=15 WR=67% avg=+0.335% Δ=+0.183% | SPY n=13 WR=85% avg=+0.160% Δ=+0.058%,pair
L3_rsi35,15m_below_sma9+1h_bb_mid,2,2,"DIA,QQQ",2/4,16.5,0.7612781954887218,0.00225432139302985,0.0006391184547660501,14,0.7368421052631579,0.0016399876443708,0.02264186181499382,DIA n=19 WR=74% avg=+0.164% Δ=+0.041% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%,pair
raw_bb_dn,1h_bb_mid+30m_vwap_dn,2,2,"IWM,QQQ",2/4,20.5,0.6866028708133971,0.0020561579763080503,0.0013037127554334,19,0.6363636363636364,0.0014433024818661,0.022082199652701445,IWM n=22 WR=64% avg=+0.144% Δ=+0.078% | QQQ n=19 WR=74% avg=+0.267% Δ=+0.183%,pair
L1_prior_up,15m_bb_mid+15m_candle_dn,2,2,"IWM,SPY",2/4,25.0,0.6594202898550725,0.00191614773663255,0.00064585483697545,23,0.6521739130434783,0.0015946426159144,0.02203145327933493,IWM n=23 WR=65% avg=+0.224% Δ=+0.072% | SPY n=27 WR=67% avg=+0.159% Δ=+0.058%,pair
L3_rsi35,1h_above_sma9,1,2,"QQQ,SPY",2/4,14.5,0.8976190476190476,0.0020614724716563,0.0005184986404243,14,0.8666666666666667,0.0013333487525224,0.02189259697578163,QQQ n=15 WR=87% avg=+0.279% Δ=+0.078% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%,single
L3_rsi35,1h_above_sma9+30m_bb_mid,2,2,"QQQ,SPY",2/4,14.5,0.8976190476190476,0.0020614724716563,0.0005184986404243,14,0.8666666666666667,0.0013333487525224,0.02189259697578163,QQQ n=15 WR=87% avg=+0.279% Δ=+0.078% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%,pair
L3_rsi35,1h_above_sma9+1h_bb_mid,2,2,"QQQ,SPY",2/4,14.0,0.894871794871795,0.00207844996747215,0.0005354761362401,13,0.8666666666666667,0.0013673037441541,0.021781151916182632,QQQ n=15 WR=87% avg=+0.279% Δ=+0.078% | SPY n=13 WR=92% avg=+0.137% Δ=+0.029%,pair
L3_rsi35,15m_bb_mid+1h_above_sma9,2,2,"QQQ,SPY",2/4,14.5,0.8976190476190476,0.00203329921675105,0.000490325385519,14,0.8666666666666667,0.0013333487525224,0.021594350547160555,QQQ n=15 WR=87% avg=+0.273% Δ=+0.073% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%,pair
L3_rsi35,15m_below_sma9,1,2,"DIA,QQQ",2/4,17.0,0.7428571428571429,0.0021426336549246,0.0005274307166608,14,0.7,0.0014166121681603,0.021402584697975777,DIA n=20 WR=70% avg=+0.142% Δ=+0.019% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%,single
L3_rsi35,15m_below_sma9+1d_bb_mid,2,2,"DIA,QQQ",2/4,17.0,0.7428571428571429,0.0021426336549246,0.0005274307166608,14,0.7,0.0014166121681603,0.021402584697975777,DIA n=20 WR=70% avg=+0.142% Δ=+0.019% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%,pair
L3_rsi35,15m_below_sma9+30m_bb_mid,2,2,"DIA,QQQ",2/4,17.0,0.7428571428571429,0.0021426336549246,0.0005274307166608,14,0.7,0.0014166121681603,0.021402584697975777,DIA n=20 WR=70% avg=+0.142% Δ=+0.019% | QQQ n=14 WR=79% avg=+0.287% Δ=+0.086%,pair
L1_prior_up,1h_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,22.5,0.6428571428571428,0.00199734326228395,0.00072705036262685,21,0.6190476190476191,0.0013051932151408,0.021251846144282174,IWM n=21 WR=62% avg=+0.269% Δ=+0.117% | SPY n=24 WR=67% avg=+0.131% Δ=+0.029%,pair
raw_bb_dn,15m_bb_mid+15m_vwap_dn,2,2,"IWM,QQQ",2/4,27.0,0.6333333333333333,0.00180209398206,0.00104964876118535,24,0.6,0.0014108591753978,0.02103627155200783,IWM n=30 WR=60% avg=+0.141% Δ=+0.075% | QQQ n=24 WR=67% avg=+0.219% Δ=+0.135%,pair
raw_bb_dn,1d_candle_dn+1w_above_sma9,2,2,"QQQ,SPY",2/4,50.0,0.6474747474747475,0.0013147955546395,0.0006281493024182,45,0.6222222222222222,0.0010145340443433,0.020981887261720476,QQQ n=45 WR=62% avg=+0.162% Δ=+0.077% | SPY n=55 WR=67% avg=+0.101% Δ=+0.048%,pair
raw_bb_dn,1d_rsi_mid+1w_rsi_hi,2,2,"QQQ,SPY",2/4,32.0,0.6441441441441441,0.0016118379309967,0.0009251916787753999,27,0.6216216216216216,0.0014385604349048,0.02089986266066348,QQQ n=37 WR=62% avg=+0.179% Δ=+0.094% | SPY n=27 WR=67% avg=+0.144% Δ=+0.091%,pair
L1_prior_up,30m_candle_up,1,2,"IWM,SPY",2/4,23.0,0.6295238095238096,0.00193357177119525,0.00066327887153815,21,0.6190476190476191,0.0011776502329634,0.020504651888885853,IWM n=21 WR=62% avg=+0.269% Δ=+0.117% | SPY n=25 WR=64% avg=+0.118% Δ=+0.016%,single
L1_prior_up,15m_candle_dn+15m_rsi_mid,2,2,"IWM,SPY",2/4,21.0,0.6418764302059496,0.0019298207257085502,0.0006595278260514499,19,0.631578947368421,0.0015885290681509,0.020384652779952737,IWM n=23 WR=65% avg=+0.227% Δ=+0.075% | SPY n=19 WR=63% avg=+0.159% Δ=+0.057%,pair
L2_hvol,1h_rsi_mid+30m_candle_up,2,2,"IWM,SPY",2/4,12.0,0.75,0.00235227790398665,0.00110275270967825,12,0.6666666666666666,0.0017283088333564,0.02001107550523814,IWM n=12 WR=67% avg=+0.298% Δ=+0.166% | SPY n=12 WR=83% avg=+0.173% Δ=+0.055%,pair
L3_rsi35,1h_above_sma9+1w_above_sma9,2,2,"QQQ,SPY",2/4,13.5,0.8873626373626373,0.0019901825380024,0.0004472087067704,13,0.8461538461538461,0.0013333487525224,0.019974678017942248,QQQ n=13 WR=85% avg=+0.265% Δ=+0.064% | SPY n=14 WR=93% avg=+0.133% Δ=+0.025%,pair
L2_hvol,30m_candle_up,1,2,"IWM,SPY",2/4,19.5,0.6904761904761905,0.00191558965248245,0.000666064458174,18,0.6666666666666666,0.0014143670316167,0.019832935267673574,IWM n=18 WR=67% avg=+0.242% Δ=+0.110% | SPY n=21 WR=71% avg=+0.141% Δ=+0.024%,single
L2_hvol,1h_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,19.5,0.6904761904761905,0.00191558965248245,0.000666064458174,18,0.6666666666666666,0.0014143670316167,0.019832935267673574,IWM n=18 WR=67% avg=+0.242% Δ=+0.110% | SPY n=21 WR=71% avg=+0.141% Δ=+0.024%,pair
L1_prior_up,30m_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,21.5,0.6277056277056277,0.0019089107206712,0.00063861782101405,21,0.6190476190476191,0.0011283281319153,0.019806054711207714,IWM n=21 WR=62% avg=+0.269% Δ=+0.117% | SPY n=22 WR=64% avg=+0.113% Δ=+0.011%,pair
L2_hvol,30m_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,18.5,0.7017543859649122,0.00192384151517205,0.0006743163208635999,18,0.6666666666666666,0.0014308707569959,0.01967682065394402,IWM n=18 WR=67% avg=+0.242% Δ=+0.110% | SPY n=19 WR=74% avg=+0.143% Δ=+0.025%,pair
raw_bb_dn,1d_rsi_mid+1w_above_sma9,2,2,"QQQ,SPY",2/4,38.0,0.6185031185031185,0.0014210474545888999,0.0007344012023676,37,0.6153846153846154,0.0010569794820892,0.019541523018957084,QQQ n=37 WR=62% avg=+0.179% Δ=+0.094% | SPY n=39 WR=62% avg=+0.106% Δ=+0.053%,pair
L1_prior_up,1w_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,22.0,0.6138716356107661,0.00188316744058145,0.0006128745409243471,21,0.6086956521739131,0.0010768415717358,0.019517738789745612,IWM n=21 WR=62% avg=+0.269% Δ=+0.117% | SPY n=23 WR=61% avg=+0.108% Δ=+0.006%,pair
L3_rsi35,30m_candle_dn,1,2,"DIA,QQQ",2/4,13.5,0.7333333333333334,0.00216373059457365,0.0005485276563098,12,0.6666666666666666,0.0020401687022214,0.019515983760598744,DIA n=15 WR=80% avg=+0.204% Δ=+0.081% | QQQ n=12 WR=67% avg=+0.229% Δ=+0.028%,single
L3_rsi35,30m_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,13.5,0.7333333333333334,0.00216373059457365,0.0005485276563098,12,0.6666666666666666,0.0020401687022214,0.019515983760598744,DIA n=15 WR=80% avg=+0.204% Δ=+0.081% | QQQ n=12 WR=67% avg=+0.229% Δ=+0.028%,pair
raw_bb_dn,30m_bb_mid+30m_vwap_dn,2,2,"IWM,QQQ",2/4,19.5,0.6428571428571428,0.0019439340201035,0.0011914887992288499,18,0.6190476190476191,0.00144317336924,0.019501388083587225,IWM n=21 WR=62% avg=+0.144% Δ=+0.078% | QQQ n=18 WR=67% avg=+0.244% Δ=+0.160%,pair
L2_hvol,1w_above_sma9+30m_candle_up,2,2,"IWM,SPY",2/4,18.0,0.6666666666666666,0.0019662061744885,0.0007166809801800499,18,0.6666666666666666,0.0015156000756288,0.019464448068683495,IWM n=18 WR=67% avg=+0.242% Δ=+0.110% | SPY n=18 WR=67% avg=+0.152% Δ=+0.034%,pair
L3_rsi35,15m_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,13.0,0.7678571428571428,0.0021456046493280503,0.0005304017110641999,12,0.75,0.0018170972748028,0.01945473346043805,DIA n=14 WR=79% avg=+0.182% Δ=+0.059% | QQQ n=12 WR=75% avg=+0.247% Δ=+0.047%,pair
L1_prior_up,15m_candle_dn+1d_rsi_mid,2,2,"DIA,IWM",2/4,31.0,0.6308108108108108,0.0016106906029749,0.0004049496123071186,25,0.6216216216216216,0.0009543498748572,0.019433185935130822,DIA n=37 WR=62% avg=+0.095% Δ=+0.006% | IWM n=25 WR=64% avg=+0.227% Δ=+0.075%,pair
L1_prior_up,15m_candle_dn+1w_candle_dn,2,2,"DIA,IWM",2/4,31.0,0.6308108108108108,0.0016106906029749,0.0004049496123071186,25,0.6216216216216216,0.0009543498748572,0.019433185935130822,DIA n=37 WR=62% avg=+0.095% Δ=+0.006% | IWM n=25 WR=64% avg=+0.227% Δ=+0.075%,pair
raw_bb_dn,1d_candle_dn,1,2,"QQQ,SPY",2/4,53.5,0.6305418719211823,0.00118827650914205,0.0005016302569208,49,0.5714285714285714,0.0009911410878238,0.019370470326948774,QQQ n=49 WR=57% avg=+0.139% Δ=+0.054% | SPY n=58 WR=69% avg=+0.099% Δ=+0.046%,single
L1_prior_up,1h_candle_up+30m_candle_up,2,2,"IWM,SPY",2/4,15.0,0.660633484162896,0.00218106117986955,0.00091076828021245,13,0.6153846153846154,0.0016842944986304,0.01914336847900118,IWM n=13 WR=62% avg=+0.268% Δ=+0.116% | SPY n=17 WR=71% avg=+0.168% Δ=+0.066%,pair
L3_rsi35,15m_bb_mid+1h_candle_up,2,2,"QQQ,SPY",2/4,13.5,0.8928571428571428,0.0018879469616347498,0.00034497313040275,13,0.7857142857142857,0.0014345917545631,0.01902204905106571,QQQ n=14 WR=79% avg=+0.234% Δ=+0.034% | SPY n=13 WR=100% avg=+0.143% Δ=+0.035%,pair
L1_prior_up,15m_candle_dn+1h_candle_up,2,2,"IWM,SPY",2/4,20.0,0.6713554987212276,0.0018120643407319999,0.00054177144107485,17,0.6470588235294118,0.0017551467701998,0.018903515082826637,IWM n=17 WR=65% avg=+0.187% Δ=+0.035% | SPY n=23 WR=70% avg=+0.176% Δ=+0.074%,pair
L2_hvol,1w_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,18.5,0.6754385964912281,0.0018670326627212,0.00061750746841275,18,0.6666666666666666,0.0013172530520942,0.01876207838326285,IWM n=18 WR=67% avg=+0.242% Δ=+0.110% | SPY n=19 WR=68% avg=+0.132% Δ=+0.014%,pair
L1_prior_up,15m_candle_dn+1w_candle_up,2,2,"QQQ,SPY",2/4,20.5,0.6794258373205742,0.0017706674219915,0.0008721134980569,19,0.631578947368421,0.0015327109554642,0.01873034034338997,QQQ n=19 WR=63% avg=+0.201% Δ=+0.123% | SPY n=22 WR=73% avg=+0.153% Δ=+0.051%,pair
raw_bb_dn,1d_candle_dn+1w_candle_up,2,2,"QQQ,SPY",2/4,37.0,0.6761695906432749,0.00130234790619565,0.0006157016539744501,36,0.6578947368421053,0.0012237012202211,0.01862704257881078,QQQ n=38 WR=66% avg=+0.138% Δ=+0.054% | SPY n=36 WR=69% avg=+0.122% Δ=+0.069%,pair
L3_rsi35,1d_bb_mid+1h_candle_up,2,2,"QQQ,SPY",2/4,13.0,0.8846153846153846,0.0018935955200509499,0.0003506216888189,13,0.7692307692307693,0.0014345917545631,0.018524886299606233,QQQ n=13 WR=77% avg=+0.235% Δ=+0.035% | SPY n=13 WR=100% avg=+0.143% Δ=+0.035%,pair
L2_hvol,15m_bb_mid+15m_candle_dn,2,2,"IWM,SPY",2/4,18.0,0.69375,0.0018142375240245501,0.00056471232971615,16,0.6875,0.001779054658746,0.018332156015534715,IWM n=16 WR=69% avg=+0.185% Δ=+0.053% | SPY n=20 WR=70% avg=+0.178% Δ=+0.060%,pair
L3_rsi35,1h_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,13.0,0.7261904761904762,0.0020755267376109,0.00046032379934705004,12,0.6666666666666666,0.0018637609882959,0.018209981905772547,DIA n=14 WR=79% avg=+0.186% Δ=+0.064% | QQQ n=12 WR=67% avg=+0.229% Δ=+0.028%,pair
L3_rsi35,15m_candle_dn+30m_candle_dn,2,2,"DIA,SPY",2/4,13.0,0.8928571428571428,0.0018316752707024499,0.00067842696411475,12,0.7857142857142857,0.0015105683906718,0.018205537763946237,DIA n=14 WR=79% avg=+0.215% Δ=+0.093% | SPY n=12 WR=100% avg=+0.151% Δ=+0.043%,pair
L1_prior_up,1h_below_sma9,1,2,"DIA,SPY",2/4,13.5,0.8583333333333334,0.00181426428478195,0.0008593023648624501,12,0.8,0.0015379434704548,0.018073264306139404,DIA n=15 WR=80% avg=+0.209% Δ=+0.120% | SPY n=12 WR=92% avg=+0.154% Δ=+0.052%,single
L1_prior_up,1h_bb_mid+1h_below_sma9,2,2,"DIA,SPY",2/4,13.5,0.8583333333333334,0.00181426428478195,0.0008593023648624501,12,0.8,0.0015379434704548,0.018073264306139404,DIA n=15 WR=80% avg=+0.209% Δ=+0.120% | SPY n=12 WR=92% avg=+0.154% Δ=+0.052%,pair
L1_prior_up,1h_below_sma9+1h_rsi_mid,2,2,"DIA,SPY",2/4,13.5,0.8583333333333334,0.00181426428478195,0.0008593023648624501,12,0.8,0.0015379434704548,0.018073264306139404,DIA n=15 WR=80% avg=+0.209% Δ=+0.120% | SPY n=12 WR=92% avg=+0.154% Δ=+0.052%,pair
L1_prior_up,1d_candle_up+1h_candle_dn,2,2,"DIA,QQQ",2/4,17.0,0.7575757575757576,0.001736895736359,0.0009028937214136001,12,0.6818181818181818,0.0016227925790935,0.01754489172537231,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=12 WR=83% avg=+0.185% Δ=+0.107%,pair
L2_hvol,15m_candle_dn+1d_rsi_mid,2,2,"DIA,IWM",2/4,24.0,0.6833333333333333,0.0015715861242345,0.00031958968776901183,18,0.6666666666666666,0.0012098114825191,0.017521340028236077,DIA n=30 WR=70% avg=+0.121% Δ=+0.003% | IWM n=18 WR=67% avg=+0.193% Δ=+0.061%,pair
L2_hvol,15m_candle_dn+1w_candle_dn,2,2,"DIA,IWM",2/4,24.0,0.6833333333333333,0.0015715861242345,0.00031958968776901183,18,0.6666666666666666,0.0012098114825191,0.017521340028236077,DIA n=30 WR=70% avg=+0.121% Δ=+0.003% | IWM n=18 WR=67% avg=+0.193% Δ=+0.061%,pair
L2_hvol,1d_rsi_mid+1h_candle_dn,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+1w_bb_mid,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+1w_candle_dn,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+1w_rsi_hi,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+30m_bb_mid,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_rsi_mid+1w_rsi_hi,2,2,"DIA,SPY",2/4,23.5,0.7413419913419914,0.00150263483034305,0.0003216444886193,14,0.696969696969697,0.0013609045957519,0.017268222628720114,DIA n=33 WR=70% avg=+0.136% Δ=+0.018% | SPY n=14 WR=79% avg=+0.164% Δ=+0.047%,pair
L2_hvol,15m_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,18.0,0.6625,0.00175017121750025,0.0005006460231918,16,0.625,0.0014630441673586,0.01701936111390473,IWM n=16 WR=62% avg=+0.204% Δ=+0.072% | SPY n=20 WR=70% avg=+0.146% Δ=+0.028%,pair
L2_hvol,15m_below_sma9+30m_candle_dn,2,2,"DIA,QQQ",2/4,14.5,0.7214285714285715,0.00178710658199795,0.00082920329192305,14,0.6428571428571429,0.0017676927797103,0.01662512420924629,DIA n=15 WR=80% avg=+0.177% Δ=+0.058% | QQQ n=14 WR=64% avg=+0.181% Δ=+0.107%,pair
raw_bb_dn,1d_candle_dn+1w_rsi_hi,2,2,"QQQ,SPY",2/4,37.5,0.6142857142857143,0.00121380204910985,0.00052715579688855,35,0.6,0.0009654530507401,0.016618259058351993,QQQ n=40 WR=60% avg=+0.146% Δ=+0.062% | SPY n=35 WR=63% avg=+0.097% Δ=+0.043%,pair
raw_bb_dn,15m_vwap_dn+1h_below_sma9,2,2,"IWM,QQQ",2/4,23.0,0.6086956521739131,0.0015562137076396,0.00080376848676495,23,0.6086956521739131,0.001519738090769,0.016549142459199008,IWM n=23 WR=61% avg=+0.152% Δ=+0.086% | QQQ n=23 WR=61% avg=+0.159% Δ=+0.075%,pair
L3_rsi35,1w_rsi_hi+30m_candle_dn,2,2,"DIA,SPY",2/4,13.5,0.9,0.0016238769311953,0.00047062862460755,12,0.8,0.0012075851601692,0.01654679778494197,DIA n=15 WR=80% avg=+0.204% Δ=+0.081% | SPY n=12 WR=100% avg=+0.121% Δ=+0.013%,pair
L2_hvol,15m_below_sma9+1h_bb_mid,2,2,"DIA,QQQ",2/4,22.5,0.6845238095238095,0.00146569517431155,0.00050779188423665,21,0.6190476190476191,0.0014078937888124,0.01643422730555686,DIA n=24 WR=75% avg=+0.141% Δ=+0.022% | QQQ n=21 WR=62% avg=+0.152% Δ=+0.079%,pair
L1_prior_up,1d_bb_mid+1h_candle_dn,2,2,"DIA,QQQ",2/4,17.0,0.7575757575757576,0.00161019291681165,0.00077619090186625,12,0.6818181818181818,0.0015975932545298,0.016374461213808356,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=12 WR=83% avg=+0.160% Δ=+0.082%,pair
L2_hvol,15m_candle_dn+15m_rsi_mid,2,2,"IWM,SPY",2/4,16.0,0.6875,0.0017097976313013002,0.0004602724369929,16,0.6875,0.0015220768047959,0.01624307749736235,IWM n=16 WR=69% avg=+0.190% Δ=+0.058% | SPY n=16 WR=69% avg=+0.152% Δ=+0.034%,pair
L1_prior_up,15m_rsi_mid+1h_rsi_mid,2,2,"DIA,SPY",2/4,28.0,0.7581792318634424,0.0012750308760329,0.0003200689561133884,19,0.6216216216216216,0.0009821946583716,0.016232954565331463,DIA n=37 WR=62% avg=+0.098% Δ=+0.009% | SPY n=19 WR=89% avg=+0.157% Δ=+0.055%,pair
L3_rsi35,15m_below_sma9+15m_candle_dn,2,2,"DIA,SPY",2/4,16.0,0.8235294117647058,0.0015150930462068499,0.0003618447396191828,15,0.6470588235294118,0.0013193893405051,0.016178809901462376,DIA n=17 WR=65% avg=+0.132% Δ=+0.009% | SPY n=15 WR=100% avg=+0.171% Δ=+0.063%,pair
raw_bb_dn,1w_above_sma9+30m_vwap_dn,2,2,"IWM,QQQ",2/4,22.0,0.6138716356107661,0.0015504677677152501,0.00079802254684065,21,0.6086956521739131,0.001357529837128,0.016158540095881392,IWM n=23 WR=61% avg=+0.136% Δ=+0.069% | QQQ n=21 WR=62% avg=+0.174% Δ=+0.090%,pair
raw_bb_dn,1w_rsi_hi+30m_vwap_dn,2,2,"IWM,QQQ",2/4,22.0,0.6138716356107661,0.0015504677677152501,0.00079802254684065,21,0.6086956521739131,0.001357529837128,0.016158540095881392,IWM n=23 WR=61% avg=+0.136% Δ=+0.069% | QQQ n=21 WR=62% avg=+0.174% Δ=+0.090%,pair
L2_hvol,15m_below_sma9+1w_rsi_hi,2,2,"DIA,QQQ",2/4,21.0,0.6778846153846154,0.0015601834259686,0.0006022801358937015,16,0.625,0.0011911892145366,0.01615686496744533,DIA n=26 WR=73% avg=+0.119% Δ=+0.001% | QQQ n=16 WR=62% avg=+0.193% Δ=+0.120%,pair
